II/, ABP/, PLETH/, RESP/
122,63,123,255
120,57,124,255
117,52,127,255
114,49,130,255
113,47,134,255
113,46,138,255
114,45,142,255
117,45,146,255
122,46,149,255
129,47,151,255
135,51,152,255
139,60,152,255
140,78,152,255
141,105,151,255
141,139,148,255
138,169,146,255
135,190,143,255
132,198,140,255
131,195,137,252
131,185,135,248
131,173,132,243
131,161,130,239
131,150,128,234
131,140,127,229
127,131,126,224
122,122,126,220
132,111,126,215
179,99,126,211
230,85,126,207
204,73,126,203
139,66,126,199
122,67,126,195
127,73,127,191
127,83,127,187
126,89,128,183
126,93,128,179
126,94,128,174
126,93,128,170
126,92,128,165
126,90,128,161
126,87,128,157
125,83,128,153
125,77,128,148
124,69,128,143
122,61,129,138
121,55,130,132
119,49,132,127
116,45,135,122
113,43,137,116
113,41,140,111
113,39,143,105
116,39,146,100
120,39,150,94
126,40,152,88
132,43,154,82
137,49,154,75
139,63,154,70
140,87,153,64
141,119,151,59
140,152,148,54
136,177,145,49
133,191,142,45
131,191,139,41
131,184,135,38
131,173,132,34
131,161,128,31
131,149,125,28
130,139,122,25
128,130,120,23
123,121,119,21
121,111,119,19
151,99,118,17
210,87,118,15
227,73,118,12
161,63,118,10
121,60,118,8
125,65,119,6
127,73,119,4
126,81,119,2
126,86,120,1
126,87,120,0
126,87,120,0
126,87,120,0
126,86,120,0
125,84,119,0
125,81,119,0
125,76,119,0
124,69,119,0
123,61,119,0
122,54,120,0
119,49,121,0
117,45,123,0
114,42,126,0
113,39,129,0
113,38,133,0
115,38,136,0
118,38,139,0
123,39,142,0
130,41,143,0
136,45,144,0
140,56,144,0
141,76,144,0
142,106,142,0
143,140,140,0
139,171,137,0
135,191,133,0
133,197,130,0
132,193,126,0
132,183,122,0
132,172,119,0
132,161,116,0
132,151,114,0
132,142,112,0
128,133,110,0
122,124,109,0
130,114,109,0
174,102,108,0
231,89,108,0
235,77,108,0
146,69,108,0
123,69,109,0
128,75,109,0
128,84,109,6
127,92,110,13
127,96,110,21
126,97,111,29
126,97,111,37
126,95,111,45
126,94,111,53
126,92,111,62
126,88,111,71
125,82,111,80
124,74,112,91
123,66,113,101
122,59,115,111
119,53,117,122
117,49,119,132
115,47,122,142
114,45,125,151
114,45,128,160
116,45,132,168
120,45,135,175
126,46,138,182
132,49,141,189
138,57,142,196
140,74,142,203
141,101,141,208
142,136,140,214
141,170,137,219
137,195,135,224
134,207,132,228
132,206,128,233
131,197,125,238
131,184,121,243
131,172,118,248
131,161,116,253
131,151,114,254
130,143,113,255
125,135,112,255
121,125,111,255
143,114,111,255
202,101,112,255
236,88,112,255
184,78,113,255
128,75,113,255
122,79,114,255
127,87,114,255
127,95,115,255
126,100,115,255
126,101,115,255
126,101,116,255
126,100,116,255
125,98,116,255
125,96,116,255
125,93,117,255
125,88,117,255
124,81,117,255
123,73,118,255
122,65,119,255
120,59,121,255
118,54,124,255
115,51,127,255
113,49,130,255
113,48,134,255
114,47,138,255
117,47,141,255
122,47,144,255
128,48,146,255
135,51,147,255
139,60,148,255
140,79,147,255
141,109,146,255
141,144,144,255
138,175,142,255
135,196,139,255
132,203,135,255
131,199,132,255
131,188,130,255
131,175,127,255
131,162,126,255
131,151,124,255
130,143,123,255
127,134,121,255
122,125,120,255
129,115,119,255
171,103,118,255
227,89,118,255
230,77,118,255
144,69,119,255
121,69,119,255
127,76,120,255
127,85,120,255
127,93,121,255
126,96,121,255
126,96,122,255
126,95,122,255
126,94,122,255
126,92,122,255
125,89,122,255
125,85,122,255
124,79,122,255
123,72,122,255
122,64,123,252
121,57,124,248
119,51,126,242
116,47,128,235
114,45,131,229
113,43,135,222
113,42,138,216
116,41,142,209
119,41,145,202
125,42,147,195
132,45,149,187
137,51,149,179
139,64,149,170
140,87,148,162
141,119,147,153
140,152,144,145
136,179,142,137
134,193,138,130
132,196,135,123
131,189,132,117
131,178,128,111
132,165,125,105
132,154,122,99
131,145,120,94
130,135,119,89
124,127,117,85
122,117,117,81
151,105,117,77
211,92,116,74
231,79,116,71
169,69,117,68
124,66,117,65
122,69,118,62
127,78,118,60
127,86,118,58
126,91,119,55
126,93,119,54
126,92,119,52
126,91,119,50
126,89,119,49
126,87,118,47
126,84,118,45
125,79,118,43
125,72,118,42
123,65,119,40
122,58,120,38
120,53,121,36
118,48,123,35
115,44,126,32
114,42,128,30
114,40,132,28
116,39,134,26
119,39,137,23
123,39,140,21
130,41,142,18
136,46,143,16
139,57,144,13
140,77,143,11
142,107,142,9
142,141,140,8
139,171,136,6
135,190,133,5
133,196,129,3
132,191,125,2
132,181,122,1
132,169,119,0
132,157,116,0
132,147,113,0
131,138,111,0
127,129,110,0
123,120,109,0
134,109,108,0
180,97,108,0
228,84,108,0
199,72,109,0
137,65,109,0
122,66,109,0
128,73,110,1
127,82,110,2
127,88,110,2
127,91,111,3
127,91,111,4
126,90,112,5
126,88,112,6
126,87,112,7
126,85,112,8
126,81,113,9
125,75,113,9
124,68,113,10
123,61,114,10
122,54,115,10
119,49,116,11
117,45,118,11
114,43,121,11
114,40,125,11
115,39,128,11
117,38,132,11
121,38,135,10
127,39,137,10
133,42,139,10
138,49,140,10
140,65,139,10
141,91,138,10
142,125,137,10
140,160,135,10
137,185,132,10
134,197,128,10
133,195,125,11
132,186,122,11
132,174,118,11
132,161,115,12
132,151,112,13
132,141,110,14
130,133,109,15
125,124,107,16
123,115,107,17
152,104,106,18
211,91,106,19
230,78,106,21
167,67,107,22
124,64,107,23
123,68,108,24
128,77,108,26
127,85,108,27
127,90,109,28
127,92,109,29
126,91,110,30
126,90,110,31
126,89,110,32
126,87,110,33
126,83,110,34
125,78,111,35
124,71,111,35
123,64,112,35
122,57,112,35
120,51,114,36
118,47,116,36
115,43,119,36
114,41,122,36
114,39,125,36
115,38,128,35
119,38,132,35
123,39,135,34
130,41,137,34
136,46,138,33
139,58,139,33
140,79,139,33
142,110,137,32
142,144,135,32
139,174,132,32
135,192,129,32
133,197,125,31
132,191,122,31
132,181,119,32
132,168,115,32
133,156,113,32
133,146,110,33
132,137,109,33
128,129,108,34
123,120,107,34
134,109,107,35
182,97,107,36
230,84,108,37
201,71,109,38
137,65,109,39
123,66,110,40
128,73,110,41
127,82,110,42
127,88,111,43
127,91,111,44
127,91,111,45
127,90,111,46
127,89,111,46
126,87,111,47
126,85,111,48
126,81,111,48
125,75,111,49
124,68,112,49
123,60,113,50
121,54,115,50
119,49,116,50
116,45,119,50
114,42,122,50
114,39,125,49
114,38,129,49
117,38,132,48
121,38,135,48
127,39,138,48
133,43,139,47
138,51,140,47
140,67,140,46
141,93,139,46
142,127,137,45
141,159,135,45
137,183,132,44
134,195,129,44
133,194,125,44
132,186,122,43
132,174,119,44
132,162,116,44
132,151,114,44
132,142,112,44
130,133,111,45
125,124,109,45
123,114,109,46
151,103,108,46
209,90,108,47
228,77,108,47
166,67,108,48
123,65,109,49
122,69,109,50
127,78,110,51
127,86,111,52
127,91,111,53
127,91,112,53
127,90,112,54
126,89,112,55
126,87,113,55
126,85,113,56
126,82,113,56
126,78,113,57
125,71,113,57
124,64,114,57
122,57,115,57
120,51,116,57
118,46,118,57
115,43,120,57
114,40,123,57
114,38,126,57
115,37,130,57
118,37,134,57
123,37,137,56
130,39,139,56
136,45,141,55
139,55,142,55
141,76,141,55
142,106,140,54
142,141,137,54
139,171,135,54
136,189,132,54
133,195,128,54
132,189,125,54
132,179,121,55
132,167,118,55
132,155,115,56
132,145,113,56
131,135,111,57
127,126,110,57
122,117,109,58
132,106,109,59
178,93,109,60
229,81,109,61
202,69,110,62
137,62,110,63
121,63,110,64
127,70,111,66
127,79,111,67
126,85,112,68
126,87,112,69
126,88,112,69
126,87,113,70
126,86,113,71
126,84,113,71
126,82,114,72
125,78,114,72
125,72,114,72
124,65,114,72
123,57,114,72
121,51,115,72
119,46,117,72
116,42,119,71
114,39,121,70
113,37,125,69
114,36,128,68
116,36,132,67
120,37,135,66
126,38,137,64
133,41,139,63
138,49,141,62
140,64,141,62
142,89,140,61
143,121,139,60
141,154,137,59
137,180,133,58
135,193,130,58
133,195,126,57
133,188,122,57
133,177,119,57
133,165,116,57
133,155,114,56
133,145,112,57
131,137,110,57
125,128,109,57
123,119,108,58
149,107,108,59
209,95,108,60
232,81,108,62
174,71,108,63
126,67,108,65
123,70,109,68
128,78,109,71
127,87,110,74
127,93,110,79
127,95,111,83
127,95,111,88
127,95,112,92
127,93,112,97
127,92,112,102
126,89,111,108
126,84,111,114
125,77,112,121
124,69,112,128
122,61,114,136
121,55,115,143
118,50,117,151
116,47,119,159
114,45,122,166
114,44,126,173
115,43,129,179
118,43,132,185
123,44,135,191
129,46,137,198
136,51,139,204
140,63,139,210
141,86,139,215
142,119,139,220
142,155,137,225
139,186,135,230
135,203,132,235
133,207,128,240
132,201,124,245
131,190,120,250
131,177,117,253
131,165,114,255
131,155,111,255
131,147,109,255
127,139,108,255
121,129,107,255
128,119,107,255
171,107,107,255
230,94,107,255
235,82,108,255
147,74,109,255
122,75,110,255
127,83,111,255
127,92,111,255
126,98,112,255
126,101,112,255
126,101,113,255
126,100,113,255
125,98,113,255
125,97,113,255
125,95,113,255
125,91,113,255
124,84,113,255
124,77,113,255
122,68,114,255
121,61,115,255
119,55,117,255
116,51,120,255
114,49,123,255
113,48,127,255
113,47,130,255
115,46,134,255
119,46,136,255
125,47,139,255
132,49,142,255
137,56,143,255
139,71,144,255
140,96,144,255
141,129,143,255
140,164,141,255
136,189,139,255
133,202,136,255
132,201,133,255
131,193,130,255
131,180,128,255
131,167,126,255
131,156,124,255
131,147,122,255
129,138,120,255
124,129,119,255
122,119,118,255
147,107,117,255
207,95,117,255
232,82,117,255
176,73,118,255
125,70,119,255
122,75,120,255
127,83,121,255
127,91,121,255
127,95,122,255
126,96,123,255
126,95,123,255
126,94,124,255
126,92,124,255
125,90,123,255
125,87,123,255
124,82,122,255
124,75,122,255
123,67,122,255
122,59,122,255
120,53,124,255
117,49,126,254
115,46,128,249
113,44,132,243
113,43,135,237
114,42,139,232
117,41,142,225
122,41,145,218
129,43,148,210
135,47,149,202
139,57,150,194
140,75,150,186
141,104,149,177
142,138,147,169
138,169,144,162
135,189,141,154
133,196,138,148
132,192,134,141
132,182,130,135
132,170,127,129
132,159,124,123
132,148,122,117
131,139,120,112
127,130,118,107
122,120,118,103
133,109,117,99
178,97,117,95
228,84,118,91
202,72,118,88
138,65,119,84
122,65,119,82
127,72,120,79
127,81,120,76
127,89,120,73
127,92,120,71
126,92,120,69
126,91,120,67
126,89,119,65
126,88,119,62
126,85,119,60
125,81,119,58
125,75,119,56
124,68,119,53
123,61,119,51
121,54,120,49
119,48,122,47
116,44,124,45
114,41,127,43
114,39,129,40
114,38,132,37
116,38,135,35
121,38,138,32
126,39,141,29
133,42,143,26
138,49,144,24
140,64,144,22
141,90,143,20
142,124,142,17
140,159,139,16
137,184,136,14
134,196,133,12
132,195,129,10
132,187,126,9
132,175,122,8
132,163,119,7
132,152,116,6
132,143,113,5
130,134,111,5
125,125,110,5
123,115,109,4
148,103,109,4
206,90,108,4
228,77,109,4
172,67,109,5
125,64,109,5
122,69,110,6
128,77,110,6
127,86,110,7
127,90,111,8
127,91,111,9
126,91,112,10
126,90,112,11
126,88,112,12
126,87,112,12
126,83,112,13
125,79,112,14
125,72,112,14
123,64,112,14
122,57,113,14
120,51,114,15
118,47,116,14
115,43,118,14
114,41,121,14
114,39,124,13
115,38,128,13
118,38,131,12
123,38,134,12
129,40,137,12
135,45,138,12
139,56,139,11
140,76,138,11
141,106,137,10
142,140,135,10
139,171,133,9
135,190,129,9
133,197,126,9
132,193,122,9
132,182,118,9
132,169,115,9
131,157,112,9
132,147,110,10
131,138,108,10
128,129,107,11
123,120,106,12
129,110,105,13
170,98,105,14
225,85,105,15
230,73,105,16
146,65,106,17
122,65,106,18
127,72,107,19
128,81,107,21
127,88,108,22
127,91,108,23
126,91,109,25
126,90,109,26
126,89,109,27
126,87,109,28
126,85,109,30
125,81,109,31
125,76,109,31
124,69,109,32
123,61,110,32
121,55,111,33
119,49,113,33
117,45,115,33
114,42,118,33
113,40,121,34
113,39,125,34
116,38,128,34
119,38,131,33
124,39,134,33
131,42,137,33
137,49,138,32
139,64,138,32
140,89,137,32
141,122,136,31
140,157,133,31
137,183,130,31
134,196,127,31
132,196,124,31
132,188,121,31
132,176,117,32
132,164,114,32
132,153,112,32
132,144,109,33
130,135,107,33
126,127,106,34
123,117,105,35
142,106,105,35
195,93,105,36
229,80,105,37
182,69,105,38
127,64,105,39
121,67,106,40
127,76,106,41
127,84,107,42
127,90,108,43
126,91,108,44
126,91,109,46
126,89,109,47
126,88,110,47
126,87,110,48
125,84,110,49
125,79,111,50
124,73,111,50
123,65,111,51
122,58,112,51
120,52,114,51
118,47,115,52
115,43,118,52
113,40,121,52
113,39,124,52
114,37,127,52
117,37,131,52
121,38,133,52
127,39,135,52
134,43,137,53
139,51,138,52
140,69,139,52
141,96,138,52
142,131,136,52
140,163,134,51
136,185,130,51
134,194,126,50
132,191,123,50
132,182,119,50
132,170,116,49
132,159,114,49
132,148,112,48
132,139,110,48
129,131,109,48
123,121,108,47
122,111,108,47
162,100,108,47
222,87,108,47
233,75,108,47
155,67,109,47
122,66,109,47
127,72,110,47
128,81,111,48
127,88,111,48
127,91,112,48
127,91,112,49
126,91,112,50
126,89,113,50
126,88,113,51
126,86,113,51
126,83,113,52
125,78,113,52
124,71,113,53
123,64,114,54
122,57,115,55
120,51,116,55
117,47,117,56
115,43,119,57
114,41,121,57
114,40,124,58
116,39,127,58
119,39,131,59
124,40,134,59
131,43,136,60
137,49,138,60
140,63,138,60
141,86,137,60
142,117,136,61
142,151,134,61
139,179,132,61
135,195,129,61
133,197,126,61
132,191,122,61
132,179,118,62
132,167,115,62
132,156,112,62
133,146,109,62
132,137,107,63
128,128,106,63
123,119,105,64
134,108,104,64
181,95,104,65
229,83,105,66
199,72,105,67
137,68,105,68
123,71,106,69
128,79,106,70
127,87,107,71
127,92,108,72
127,93,108,73
127,93,109,73
127,91,109,74
127,90,108,74
127,88,108,75
126,86,108,75
126,82,108,76
125,76,108,76
124,69,108,76
123,61,109,75
122,55,111,75
119,50,113,74
117,46,116,73
115,44,119,72
114,42,122,70
115,40,126,69
117,40,129,67
121,40,131,65
127,41,134,64
133,45,136,63
138,53,137,61
140,69,137,60
141,95,137,58
143,129,135,57
141,163,133,55
137,187,130,54
135,197,127,53
133,196,124,52
132,187,121,51
132,175,118,50
132,163,115,50
132,153,113,49
132,143,111,49
131,135,109,49
126,126,108,49
123,116,108,49
146,105,107,49
203,91,107,50
231,79,107,50
178,69,108,51
127,67,108,51
122,73,109,52
128,82,109,53
127,89,109,54
127,93,110,55
127,93,111,56
126,92,112,57
126,90,112,58
126,89,112,59
126,87,112,59
125,84,112,60
125,80,113,61
124,74,113,61
124,66,113,61
122,59,114,61
120,53,115,61
118,49,117,61
115,45,119,61
114,43,123,60
114,41,126,59
115,40,130,59
118,40,133,58
122,41,136,57
128,43,139,56
135,47,140,55
139,58,141,54
140,77,141,54
141,107,140,53
142,141,138,52
140,172,135,51
136,191,132,51
134,198,129,50
133,193,125,50
132,183,122,49
132,171,119,49
132,159,116,49
132,149,113,49
132,140,112,49
129,131,111,50
123,123,110,50
123,112,110,50
164,100,110,51
222,87,110,52
230,75,110,53
151,68,111,54
122,68,111,55
127,75,111,56
127,83,111,56
127,90,112,57
127,93,113,58
126,93,115,59
127,92,116,60
126,91,117,61
126,89,117,62
126,87,117,63
126,83,117,64
125,78,117,65
125,71,117,65
124,63,118,66
122,57,119,66
120,51,120,66
117,47,122,66
115,44,125,66
114,42,127,65
114,41,130,65
116,40,133,65
119,41,137,64
125,42,140,64
131,44,142,63
137,51,144,63
140,65,145,62
141,88,144,61
142,121,143,61
142,155,141,60
138,182,138,59
135,196,135,59
133,198,132,58
132,191,128,58
132,179,125,57
132,167,122,57
132,156,119,57
132,146,117,57
131,138,115,57
127,129,113,57
122,120,113,57
135,109,112,58
185,96,112,58
230,83,113,59
193,72,113,59
133,68,114,60
122,71,115,61
127,79,115,61
127,87,116,62
126,92,116,63
126,94,116,64
126,93,117,64
126,92,117,65
126,90,117,65
126,89,117,66
126,86,117,66
125,82,117,67
125,76,117,67
124,69,117,67
122,61,118,67
121,55,119,67
119,51,121,67
116,47,123,67
114,44,126,66
113,42,129,66
114,41,133,65
117,41,136,65
121,42,139,64
127,43,142,63
133,47,144,62
138,55,144,61
140,72,144,61
141,99,144,60
142,133,142,59
141,167,140,59
137,191,137,58
134,201,133,58
132,199,130,58
132,189,126,58
132,177,122,58
132,165,119,58
132,155,117,58
132,146,115,59
130,138,113,59
125,129,111,60
122,120,111,61
149,108,111,62
209,95,111,63
233,82,111,65
175,73,112,67
126,70,113,69
123,76,114,71
128,85,115,74
127,93,116,77
127,97,117,79
126,99,117,82
126,98,117,85
126,97,117,89
126,95,117,93
126,93,117,97
126,90,117,101
125,85,117,104
124,78,117,108
124,70,117,112
122,63,118,115
120,57,119,119
118,53,120,123
116,50,122,128
114,48,125,132
114,47,128,136
115,46,131,141
118,46,135,145
123,46,138,150
129,49,141,154
135,54,143,158
140,66,144,162
141,88,144,165
142,120,143,169
142,156,141,173
139,187,138,178
135,204,135,182
133,209,131,186
132,203,128,190
131,191,125,195
131,178,122,199
131,167,119,204
131,157,117,209
131,149,115,214
128,141,114,220
122,132,114,226
121,121,113,232
167,109,113,239
227,97,114,246
234,85,114,251
150,79,115,255
122,80,116,255
127,87,117,255
127,95,117,255
126,101,118,255
126,104,118,255
126,104,118,255
126,103,118,255
126,101,118,255
126,99,117,255
125,97,117,255
125,93,117,255
124,87,117,255
124,79,117,255
123,71,118,255
121,64,119,255
119,59,120,255
116,55,123,255
114,53,126,255
113,52,130,255
113,51,134,255
115,51,137,255
119,51,140,255
124,51,143,255
131,53,145,255
137,59,146,255
139,73,147,255
140,97,146,255
141,129,145,255
140,163,144,255
136,189,141,255
134,203,138,255
132,203,135,255
131,195,132,255
131,183,129,255
131,170,126,255
131,159,124,255
131,149,122,255
130,141,120,255
125,132,119,255
122,122,119,255
140,111,119,255
197,98,119,255
235,85,119,255
188,75,120,255
129,73,121,255
122,78,121,255
127,87,122,255
127,94,123,255
126,98,123,255
